KEGG_Pathway	CTU_ABQ_Rm_LE	CTU_ABR_Rm_LE	CTU_ABX_Rm_LE	CTU_ABZ_Rp_LE	CTU_ACA_Rp_LE	CTU_ACB_Rp_LE	CTU_ACC_Rp_LE	CTU_ACE_Rp_LE	CTU_ACG_Rp_LE	AL_Rm_LE	AM_Rm_LE	AN_Rm_LE	AS_Rp_LE	AT_Rp_LE	AU_Rp_LE	AV_Rp_LE	AW_Rp_LE	BK_Rm_LE	BL_Rm_LE	BM_Rm_LE	BN_Rm_LE	BO_Rm_LE	BP_Rm_LE	BQ_Rm_LE	BRZ_GK_Rm_Control	BRZ_GL_Rp_Control	BRZ_GN_Rm_Control	BRZ_GP_Rp_Control	BRZ_GS_Rm_Control	BRZ_GT_Rp_Control	BRZ_HA_Rm_Control	BRZ_HB_Rp_Control	BRZ_HE_Rm_Control	BRZ_HF_Rp_Control	BRZ_HI_Rm_Control	BRZ_HK_Rp_Control	BRZ_HN_Rm_Control	BRZ_HP_Rp_Control	BRZ_HS_Rm_Control	BRZ_HT_Rp_Control	BRZ_IB_Rm_Control	BRZ_IC_Rp_Control	BRZ_IF_Rm_Control	BRZ_IG_Rp_Control	BX_Rp_LE	BY_Rp_LE	BZ_Rp_LE	sum
map00626	11886	12491	14207	9180	8962	11962	12465	8774	9212	14209	17070	11473	14065	11962	12164	12646	16647	18230	14396	14775	14636	13855	15587	13868	16285	44393	38174	39660	47210	39835	31516	40161	30954	36254	49367	57542	32963	58721	52292	70191	60185	63568	41518	35187	9682	18138	10897	1239415
map00627	12562	12481	10798	14231	7660	11341	12547	9522	8845	11602	10577	11098	10494	9232	8843	11934	12320	13913	9541	9318	10838	9954	10978	10012	14234	36965	22408	26028	36578	23813	24915	32430	21187	27435	36579	45875	22477	48708	35178	50611	41929	42794	29003	21628	9235	14508	10259	935418
map00630	238541	226941	222673	249461	154723	224867	246887	188093	208408	209409	217707	205890	204304	181516	187481	240384	241921	256503	186229	187596	219779	190694	207466	220947	319852	635836	461998	448237	691857	450340	451701	522855	358816	476442	638023	818263	386348	718796	668521	851477	800400	796631	494257	379503	180365	264583	215408	17148929
map00633	8477	7321	6419	9916	6462	7178	7457	6464	7153	10888	7775	9847	9783	9370	8443	11170	11124	11329	8478	7054	8407	8816	10095	11746	16535	11452	30101	22502	23430	18446	18149	16836	12570	16624	25232	23816	13261	27495	25575	25915	29973	35154	19385	9643	8613	12862	10801	665542
map00640	134960	129664	137985	147798	93048	128273	134794	104308	120195	138339	142876	131924	135287	120791	122022	152457	155867	166469	123302	122806	141538	127392	146923	153602	217272	380479	319199	323796	423214	314343	315622	335910	235029	311582	411226	527989	260303	476710	428121	546482	510413	584802	324861	257374	114908	172258	139031	11143544
map00642	510	398	475	521	287	313	314	299	267	390	403	245	225	156	157	406	204	462	337	311	243	475	418	309	264	488	511	790	973	472	472	979	641	371	456	2369	279	1047	749	983	1030	1145	513	286	201	469	369	23982
map00643	4056	3222	3729	4269	2545	3347	3787	2842	3051	3250	3400	3292	2837	2449	2681	3455	3405	3468	2931	2379	2741	3074	3420	3372	5069	6706	6706	7755	8478	5334	4606	8074	5270	4903	6830	14286	4612	9230	7486	10353	9343	15417	5974	4753	2337	4803	3350	238677
map00650	175930	162277	174377	191219	114145	163569	172211	130906	151658	157617	169794	157191	157457	140732	144042	187603	180523	199404	148791	143254	169342	148511	170338	177641	268461	461111	376598	358338	502998	350211	364786	383139	267688	361933	472714	618662	297752	547885	507506	610377	580917	655979	381255	287124	138613	203336	171380	13057295
map00660	62086	63588	55901	71642	40456	61151	68090	49417	47207	56310	57298	51747	52418	45962	47541	63621	64908	66974	49475	52499	55149	50319	54058	56817	85492	160590	122225	120598	172624	122847	118452	146344	94216	119723	170802	210439	101760	195588	173809	229660	208129	215682	131779	106463	48012	70696	55084	4525648
map00670	157948	145142	142881	163811	106328	159119	158820	117668	134069	132734	141917	133459	135915	133589	121915	156983	154886	163287	124690	119683	140662	125252	141163	153625	232336	389230	334939	307610	435824	294484	291439	332615	255729	322074	392074	502375	255195	458857	434102	508996	505655	529350	312819	235093	116168	179764	143381	11135655
map00680	222713	206922	217825	241753	149237	208633	218977	166327	198364	201707	220513	204646	205310	182611	187114	244987	233043	249922	190565	180725	213490	193339	220877	238126	337023	573610	465782	462435	628431	462881	460040	489801	342844	457332	582846	755924	374976	693393	636999	768900	731807	858332	475258	370605	172659	266285	223143	16589032
map00710	162565	148054	163780	167600	106770	149914	158208	120649	146176	148035	164305	151871	150155	133310	137977	177774	170736	188743	141903	136192	160277	143134	165639	176251	249959	437697	356247	359028	479393	343841	349592	383166	269206	350973	456740	571206	290985	541701	481851	589653	557509	658009	363650	284928	127402	192734	164731	12530219
map00720	298888	282290	294200	325884	196104	277290	292719	223181	266057	267467	288535	275990	269894	240144	245570	317154	305408	332216	248832	237637	285542	249890	288156	302673	444929	779385	638939	599590	856086	601176	625879	650052	464964	620230	807233	1022624	507506	923283	857953	1031287	982528	1080360	638786	490318	228275	349681	289650	22102435
map00730	135364	118680	123836	135823	87971	125381	131018	102679	119434	114970	124219	112940	114136	100793	106518	130799	133987	141786	106545	103049	121166	110005	124553	133870	187080	329839	264118	272543	366982	261995	253540	286912	202279	265469	347146	432281	215135	409358	363127	449464	433158	492589	278693	212577	98921	148021	122191	9552940
map00740	62190	53794	53561	51925	36458	52331	58885	42024	50776	46627	49074	51319	45870	40343	43030	50026	51531	60789	43228	41624	52226	44316	47198	46448	67425	148811	114508	102549	164053	97692	107179	115058	86170	116785	156287	185463	90630	157565	155355	199441	182059	177703	117759	84616	38570	60489	47008	3948768
map00750	50911	46054	48728	51923	31825	46399	49497	36665	42966	46185	48163	46235	44641	39275	40491	52667	51992	57244	41988	40950	49089	42704	47521	50164	73497	144720	106371	98334	157099	104332	103167	117105	81504	105921	144807	179884	88737	161344	152374	186930	178246	170002	113088	85853	39599	56674	47888	3801753
map00760	136941	120039	129356	140258	88654	126174	133667	102741	119090	115451	128153	114168	116748	103500	107756	137182	135827	148703	110272	105403	123820	111499	127246	134477	193949	348172	299614	280726	380475	272683	263041	304671	204542	269121	354155	440813	223767	420076	379531	467861	443879	490565	286758	223598	102302	150156	126113	9843693
map00770	142999	136364	127106	152802	92289	138626	149864	107199	112148	120866	127357	115845	117126	103410	107214	139792	139881	147354	107749	109873	122490	110828	122278	130653	194801	353638	290176	267655	374571	281212	258527	314618	200517	267882	353313	461041	216783	427167	374379	484428	444191	495121	279516	220776	105818	154430	126369	9929042
map00780	100159	102199	85415	111163	66640	93249	109142	81922	90069	94276	84014	91220	85996	78255	77657	111476	98334	109408	76075	79477	90032	77727	86347	89031	138106	247869	221513	177682	262625	185241	196436	201987	141300	202384	258432	341096	157685	275664	265060	336770	315897	313192	199817	147647	78132	109787	92700	7036305
map00785	11955	10635	11877	11412	7548	9933	11318	8051	11344	9111	10367	9837	9144	8025	8359	10448	9513	12848	8776	8552	10662	8625	9707	9351	14331	32699	25079	20327	34328	18759	22837	24046	16725	24245	30189	38203	18916	31348	32234	40319	38228	30684	23283	17858	7312	10593	9322	799263
map00790	106684	94497	96347	103343	66770	95968	103040	77722	90997	90074	94567	95909	89740	79407	82506	100886	103741	111771	79255	80120	96058	83986	92457	98194	140049	273450	228460	202607	302834	201378	202353	232719	161190	217622	282058	356711	169173	326136	288408	367258	342866	347060	218773	163803	75589	121788	92336	7528660
map00791	2788	2503	3038	2867	1356	2107	2129	1678	1869	2371	3002	1780	1726	1640	1704	2329	2212	2506	2173	2036	2128	2471	2989	3587	3917	6101	5295	6606	5716	7430	3980	9589	3378	4576	4010	7744	3602	13249	6132	11285	6588	21205	4642	5244	1497	2602	2187	201564
map00830	7995	8006	8788	3449	4881	7120	8314	5426	5197	8028	8832	7179	7590	6434	6557	3839	9741	9267	7006	7255	8209	7556	7892	4583	4281	34970	15859	21738	32536	24838	19718	25119	21406	25391	35145	37070	21953	36302	30632	48587	40483	21963	28137	23578	4281	10934	2904	736969
map00860	128679	131543	116822	175428	94282	145396	159041	122535	108884	132221	121227	108295	123710	112991	110218	162211	161904	135710	97361	107922	116630	113479	125299	150987	233805	317146	267985	265118	348801	291476	256416	318020	188213	246287	323360	494266	208661	434107	344793	462066	463481	561690	275131	209360	129357	173148	143213	10018675
map00900	124478	112671	114539	131252	81922	116348	123842	95303	108222	106366	117481	105140	106101	93725	98078	125260	124315	135447	100431	96768	112231	102032	115987	123500	175594	307454	263628	244512	341468	247435	234892	275779	188252	242974	319615	401942	202301	389895	342920	418605	400534	445500	258563	200006	93469	140093	116763	8923633
map00901	104	63	103	116	57	101	102	102	76	76	69	70	45	47	26	78	66	109	99	75	35	93	90	53	125	112	108	95	571	44	74	119	134	51	134	353	79	490	210	197	297	182	92	63	55	117	51	5608
map00903	7247	4797	6061	8967	5350	6471	6352	5246	7300	4496	6271	4731	5660	4910	5376	8639	5902	5936	5510	4443	5526	5486	5816	7885	10012	11016	12256	13734	15550	8604	10243	13549	7269	9839	12107	16863	8103	16619	16327	18555	18648	27701	10115	8038	4928	6350	6923	427727
map00906	481	462	546	437	313	404	255	103	564	416	564	440	463	301	377	568	364	392	442	435	408	288	345	372	521	614	341	320	444	176	2569	443	199	694	1020	849	623	328	647	508	1121	907	301	203	174	374	460	23576
map00908	14122	13528	14273	14393	9457	13353	13225	10349	11957	13910	14323	14008	13573	12224	12370	16341	15360	17089	12730	12156	14739	12805	14865	14458	20759	39394	30730	32420	42863	30035	33289	32182	25311	33368	44013	51979	27855	46120	44327	53892	50330	49873	33722	25043	11361	17323	14068	1115865
map00909	0	5	9	8	2	3	5	4	5	9	5	5	10	4	3	10	3	4	2	5	6	5	7	8	5	2	5	5	28	1	6	6	7	36	4	13	2	15	21	117	8	43	9	5	8	14	2	489
map00910	126497	126851	118840	140265	84931	122872	138297	103396	111282	114253	117151	108533	110303	97748	101133	125782	133868	135827	100127	101371	115772	102249	112102	116656	163212	353151	250526	257627	362384	258880	241783	297807	198711	262587	345553	438352	210995	412381	350292	467953	427584	434789	267062	217115	95830	147612	110686	9338978
map00920	73493	78126	75072	81337	50904	74386	77188	57461	63749	79649	80242	77381	75422	67914	65794	89579	88692	96260	69595	72402	78903	68788	78658	76013	110312	250793	162746	170711	254251	176095	172104	193366	142007	188991	238480	316043	154344	276778	244512	319897	288295	256879	191510	148533	63914	102236	75079	6294884
map00930	2038	1625	1742	3299	1804	2756	2703	2450	2099	1700	2412	1411	2039	1837	2107	3232	2768	1759	1855	2005	1948	2027	2501	2826	5323	5790	5365	6810	4107	7802	5027	6494	2776	4316	3544	7236	3341	11503	5515	7591	6157	11294	4404	3981	2399	2724	2681	179123
map00940	74979	72490	66714	85516	48106	71489	75362	57102	62774	63303	70553	68850	70772	58575	62657	89600	78031	81916	64282	59658	74729	65294	72617	74980	108919	220837	132590	163273	221015	160679	159620	192622	118441	168589	208905	255210	133724	252822	229348	293979	244757	267834	164589	138443	60000	82693	73219	5722457
map00941	5146	4970	4626	4380	3029	4826	5439	3702	4674	3649	3859	4243	3839	3424	3369	3996	4005	4770	3511	3245	4467	3596	3721	3192	4972	13962	6989	7872	14115	7978	9713	8776	7156	10832	13103	14797	8056	12267	13514	16429	14938	8846	9903	7172	2918	4702	3523	320211
map00944	1221	1073	1411	1899	1741	2703	3085	2972	1911	1570	1818	1145	2319	1736	2149	1872	3657	1174	1053	1079	1147	1822	1883	2336	5332	4785	5310	6159	4186	8705	3856	7827	3210	4488	2915	5402	3604	8754	4732	7735	5755	12378	4632	4110	2981	2842	2906	167380
map00945	5146	4970	4626	4380	3029	4826	5439	3702	4674	3649	3859	4243	3839	3424	3369	3996	4005	4770	3511	3245	4467	3596	3721	3192	4972	13962	6989	7872	14115	7978	9713	8776	7156	10832	13103	14797	8056	12267	13514	16429	14938	8846	9903	7172	2918	4702	3523	320211
map00950	18338	18475	18032	19917	11954	18271	19105	13836	15116	17212	17329	17417	16651	15128	14740	21089	19207	21060	16047	14626	17981	16063	17569	18076	26111	52549	34765	37422	56922	37402	37612	42559	29876	40320	52950	67453	32864	59298	56247	70697	63706	61548	42080	31390	14855	21861	17979	1401705
map00960	32949	32348	30806	34510	21448	33330	33565	23786	25167	30054	31354	28305	28377	26219	25012	36789	33644	36069	28906	27285	30187	27747	31280	32724	47202	85472	63466	63070	90843	65009	62876	73745	48760	64099	86333	113244	53409	103982	93212	114738	104683	111109	68906	52626	26218	38373	31635	2384871
map00965	116	71	107	163	84	116	119	138	80	90	73	78	76	63	38	143	84	122	103	92	46	105	105	76	146	193	130	208	635	114	114	208	160	81	147	591	90	633	263	324	389	248	103	85	85	148	71	7454
map00966	12896	13316	12025	14004	7864	11710	12994	9791	9944	12125	12486	10892	10292	9034	9308	12707	13003	14373	10711	11235	11656	10725	11936	12163	17624	32595	26800	24910	36225	26741	24342	30252	20230	25008	36125	43416	21817	38693	36462	47025	44090	41059	28534	22299	9399	13614	10941	935391
map00970	409748	377416	411687	426353	285667	391626	405214	309584	363318	394493	429393	384244	401343	356611	362531	472015	453504	485461	377305	351794	408950	368863	442220	459774	663327	1032976	977283	950304	1185453	876710	931528	949975	692662	899635	1188630	1413791	757723	1388385	1240932	1439877	1411916	1689037	934616	721855	337715	516109	436666	32166219
map00980	8140	8108	8883	3754	4922	7270	8464	5524	5255	8123	8870	7265	7608	6475	6555	4051	9758	9349	7076	7330	8318	7634	7951	4646	4182	34815	15717	21566	32381	24459	19660	24212	21315	25342	34763	37332	21857	35582	30596	47970	39990	20779	28046	22863	4405	11039	2976	733176
map00981	6258	3798	5077	6852	4324	5229	5179	4270	6060	3528	4869	3964	4562	3858	4199	6334	4728	4936	4338	3095	4367	4447	4546	6634	7797	9140	9832	10456	13214	6580	8091	11203	5876	7885	10501	12253	6675	12878	13392	14935	15499	23222	8344	6502	3841	4947	5406	343921
map00982	8140	8108	8883	3754	4922	7270	8464	5524	5255	8123	8870	7265	7608	6475	6555	4051	9758	9349	7076	7330	8318	7634	7951	4646	4139	34960	15707	21547	32371	24478	19655	24204	21308	25364	34738	37293	21852	35568	30587	47946	39965	20758	28025	22822	4405	11039	2976	733036
map00983	103224	91568	98024	102482	68527	97600	103889	79430	89038	91124	97311	87302	89814	80344	83128	104901	105371	112554	84368	80743	94362	86685	99320	101734	155139	263330	224614	213467	282801	209791	212019	227753	154276	212352	265516	337217	173424	318955	292252	347267	336633	360962	220251	166689	79816	113961	98452	7499780
map00984	8	19	9	16	28	14	8	6	6	16	21	50	54	32	4	30	19	22	66	53	50	2	11	100	44	0	56	0	1	0	9	0	3	0	1	0	0	0	3	0	21	0	37	0	3	6	13	841
map01040	16930	15694	15479	18698	11950	15967	16631	12318	14059	15958	16240	15231	15409	13828	13701	20160	17357	19528	14849	13792	15680	14816	17568	18977	28422	38451	41217	36639	43012	33637	34689	35949	22699	31939	39760	56657	26898	52113	46595	54193	49737	69004	32934	25965	14005	18670	18392	1232397
map01051	24436	21680	23023	26999	16492	23728	24620	18044	20542	20395	23457	20250	21044	19094	19322	25152	24231	26093	20300	19428	22030	20456	24187	27215	35363	55214	50000	48378	60798	43801	43942	50571	34182	44186	59254	74404	38902	72607	69548	76842	73141	88507	49657	36471	18586	27716	24321	1708609
map01052	4	2	0	2	0	10	3	2	1	4	0	0	0	6	0	0	1	0	0	3	4	2	0	0	13	14	2	0	0	3	0	15	0	1	13	0	3	3	0	17	10	7	0	16	0	5	1	167
map01053	4425	3862	3397	2109	2503	3371	4285	2675	2425	3552	3195	3979	3733	2885	3464	1988	5183	4199	2866	3259	3981	3225	3264	1555	2540	17075	7515	11809	15944	11093	10205	11029	9429	12828	16762	16575	10171	17473	15395	22264	18029	6366	11836	10258	2234	4153	1412	341775
map01054	1627	1740	1670	1831	1313	1604	1679	1509	1353	1658	1705	1066	1286	1077	1036	1386	1535	2009	1441	1243	1206	1331	1700	1671	2492	2965	3765	4828	4395	3416	2350	7291	3033	2854	4679	7579	2937	11252	4198	7491	6871	12831	4058	3158	1151	1649	1679	142598
map01055	9597	12349	9338	13787	7104	11487	12579	8976	7869	10592	9298	9057	9542	8869	8453	14431	11975	13205	8939	8479	9609	8622	9388	9909	18341	30046	24962	21850	31731	22931	23525	29458	17432	22500	31501	40409	19854	34071	30273	40824	39486	42384	23212	21199	10045	12740	11356	843584
map01056	16	7	33	0	0	0	0	0	0	23	24	13	0	0	0	0	0	13	31	34	27	22	34	44	4	6	3	4	12	1	0	10	4	10	4	27	1	11	12	16	11	16	5	1	0	0	0	479
map01057	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	0	0	3	1	1	1	0	1	0	1	0	0	1	11	4	0	0	0	1	1	13	0	0	0	1	1	1	9	0	0	0	0	59
map01059	30	12	67	157	66	103	65	39	86	16	42	18	65	77	34	127	50	29	79	44	60	59	36	78	124	51	86	48	180	46	82	45	94	30	140	120	28	71	166	70	87	251	59	33	40	88	82	3460
map01062	3	18	10	24	20	23	8	5	3	9	5	2	9	17	6	15	18	1	4	2	0	5	7	12	2	2	1	3	5	2	1	0	2	16	2	23	4	3	3	67	3	16	1	3	8	9	12	414
map01100	5082330	4718271	4849387	5384942	3374195	4811847	5129379	3897285	4438966	4598226	4899794	4526108	4592054	4063704	4175793	5423995	5343252	5674522	4218235	4129482	4813011	4316881	4881027	5191510	7570087	13414638	10826141	10531062	14710699	10468678	10360684	11684654	8032685	10601796	13844573	17516888	8698488	16328200	14620426	18188403	17257971	18834540	11030957	8646324	4024240	5928522	4935880	380590732
map01110	2126600	1967330	1999303	2239615	1401675	2008748	2162637	1643608	1808657	1887298	2028072	1853407	1879541	1656234	1707059	2189783	2219627	2334405	1740731	1702123	1964593	1783164	2006645	2135925	3073622	5566154	4469874	4320660	6020225	4434185	4199185	4930794	3281510	4312602	5713621	7222140	3555216	6882291	6079952	7591579	7075155	7810899	4554718	3579957	1665437	2468020	2021875	157276451
map01120	1229218	1154494	1200083	1345815	824603	1169267	1241851	948105	1084545	1135401	1216659	1105777	1128723	999518	1026356	1342770	1318351	1396162	1044661	1021578	1182358	1062972	1206527	1292373	1861923	3303093	2661777	2619421	3598571	2593133	2538880	2897326	1971340	2569467	3373263	4385186	2128737	4087962	3600526	4506800	4224944	4857300	2708488	2116127	985694	1466920	1216842	93951887
map01130	1626871	1523333	1545189	1722089	1075392	1543306	1659459	1255204	1391621	1456566	1552643	1414946	1436087	1272816	1308617	1676851	1689759	1798362	1333841	1308207	1507767	1358661	1530906	1626354	2363466	4266341	3449812	3300826	4627916	3375775	3239784	3746368	2513279	3310711	4380015	5567482	2727518	5227463	4642715	5784449	5444217	5944750	3491388	2738919	1267522	1880040	1540424	120446027
map01200	761283	701762	740724	812293	504774	709316	754562	577336	672553	678649	737355	678628	681608	603367	622792	812181	782877	846888	631200	610748	719025	637817	730199	786518	1145408	1954595	1633825	1535300	2152508	1515708	1542005	1676675	1161400	1534648	2006085	2598717	1260340	2381710	2166691	2614515	2500702	2852807	1610775	1233957	592494	880636	748149	56094105
map01210	222993	216448	203632	249321	147171	220117	236596	176210	178117	196594	209981	189040	193268	170451	174831	230749	234590	240653	181488	182843	197560	184051	204103	222062	325560	563857	448826	438245	612155	464087	415433	526778	329591	420745	577094	748920	355244	709464	624140	792474	724235	833004	460037	374384	175745	264192	211724	16258803
map01212	143913	137514	140362	154200	100063	137844	145860	112217	133276	140042	140151	138170	137960	123010	125716	165422	156207	167542	122130	118812	141163	129135	145357	155455	239336	385161	334250	323252	416167	306282	332817	346870	223617	317207	392933	526480	257592	472223	412833	521914	502279	573274	318855	251939	120087	170238	151153	11208280
map01220	33968	31336	32000	28166	23385	31656	35165	25098	28243	30131	34813	27591	29894	25957	27441	29726	35105	38951	29212	29531	31632	29323	32283	31074	41497	96931	81871	83204	102687	80568	70990	89239	62847	76381	102750	124841	65279	128936	106851	142066	127491	130177	84488	67123	22423	39274	26217	2685812
